Label,Organ,Age,Ethnicity,Gender,COD_NotReported,COD_Anoxia,COD_CerebroVascular_Stroke,COD_HeadTrauma,COD_CNSTumor,COD_Other,ABO_O,ABO_A,ABO_B,ABO_AB,ABO_Unknown,Circumstance_ChildAbuse,Circumstance_Homicide,Circumstance_MVA,Circumstance_NaturalCauses,Circumstance_NonMVA,Circumstance_None,Circumstance_NotReported,Circumstance_Suicide,Mechanism_Asphyxiation,Mechanism_BluntInjury,Mechanism_Cardiovascular,Mechanism_Drowning,Mechanism_DrugIntoxication,Mechanism_Electrical,Mechanism_GunshotWound,Mechanism_IntracranialHemorrhage_Stroke,Mechanism_NaturalCauses,Mechanism_None,Mechanism_NotReported,Mechanism_Seizure,Mechanism_Sids,Mechanism_Stab,DonorType_DeceasedDonor,DonorType_LivingDonor,Region1,Region2,Region3,Region4,Region5,Region6,Region7,Region8,Region9,Region10,Region11
Kidney_under1_White_Male,Kidney,under1,White,Male,0,0,0,4.848484848,0,0.909090909,10,7.307692308,1.538461538,1.153846154,0,10,0,1.052631579,8.947368421,4.210526316,3.157894737,0,0,10,10,10,0,0,0,0,2.307692308,3.076923077,2.307692308,0,1.538461538,0.769230769,0,10,0,1.333333333,3.333333333,2,2.666666667,10,1.333333333,2,2,0,4.666666667,5.333333333
Kidney_under1_White_Female,Kidney,under1,White,Female,0,10,1.666666667,5.833333333,0,0.833333333,10,3.076923077,3.076923077,0.769230769,0,7.5,0,3.75,6.25,0,10,0,0,5.714285714,10,5.714285714,1.428571429,0,0,0,4.285714286,0,1.428571429,0,1.428571429,1.428571429,0,10,0,0,10,0,2,6,0,6,8,0,4,8
Kidney_under1_Black_Male,Kidney,under1,Black,Male,0,10,0,4.444444444,0,0,10,6.666666667,5,0,0,7.5,2.5,0,10,5,7.5,0,0,6.666666667,10,10,3.333333333,0,0,0,3.333333333,3.333333333,3.333333333,0,0,3.333333333,0,10,0,0,3.333333333,10,6.666666667,3.333333333,0,3.333333333,0,0,6.666666667,10
Kidney_under1_Black_Female,Kidney,under1,Black,Female,0,10,0,1.666666667,0,1.666666667,10,6.666666667,10,0,0,0,3.333333333,0,10,6.666666667,6.666666667,0,0,10,5,10,0,0,0,0,0,5,5,0,0,5,0,10,0,0,0,5,5,10,0,0,5,0,5,10
Kidney_under1_Hispanic_Male,Kidney,under1,Hispanic,Male,0,10,1.428571429,5.714285714,0,0,10,6.666666667,1.666666667,1.666666667,0,6.666666667,6.666666667,3.333333333,10,3.333333333,10,0,0,5,10,10,0,0,0,0,2.5,0,2.5,0,0,0,0,10,0,0,0,0,10,8,0,0,2,2,0,2
Kidney_under1_Hispanic_Female,Kidney,under1,Hispanic,Female,0,4,0,10,0,0,10,5,2.5,0,0,10,2.5,2.5,0,2.5,0,0,0,2,10,0,0,0,0,0,2,0,0,0,0,0,0,10,0,5,10,0,5,10,5,0,0,0,0,0
Kidney_under1_Asian_Male,Kidney,under1,Asian,Male,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
Kidney_under1_Asian_Female,Kidney,under1,Asian,Female,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
Kidney_under1_PacificIslander_Male,Kidney,under1,PacificIslander,Male,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
Kidney_under1_Multiracial_Male,Kidney,under1,Multiracial,Male,0,0,10,10,0,0,10,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0
Kidney_under1_Multiracial_Female,Kidney,under1,Multiracial,Female,0,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0
Kidney_1-5years_White_Male,Kidney,1-5years,White,Male,0,10,0.952380952,5,0,0.238095238,9.375,10,1.25,0.625,0,5.714285714,0,2.380952381,10,8.095238095,6.19047619,0,0,1.764705882,9.411764706,6.470588235,10,0.588235294,0,0.588235294,3.529411765,1.764705882,4.705882353,0,1.176470588,0,0,10,0,1,5,7,9,7,10,6,6,3,8,6
Kidney_1-5years_White_Female,Kidney,1-5years,White,Female,0,10,0,5,0.333333333,1,6.538461538,10,2.307692308,0,0,8.333333333,0,5.833333333,10,8.333333333,8.333333333,0,0,2.857142857,10,8.571428571,6.428571429,0,0,0,0.714285714,2.857142857,2.142857143,0,1.428571429,0,0,10,0,2.222222222,5.555555556,8.888888889,1.111111111,5.555555556,5.555555556,1.111111111,10,3.333333333,7.777777778,3.333333333
Kidney_1-5years_Black_Male,Kidney,1-5years,Black,Male,0,10,0.625,2.5,0,1.25,10,5.555555556,6.666666667,3.333333333,0,1.111111111,1.111111111,0,10,5.555555556,7.777777778,0,0,6,8,10,8,0,0,0,2,8,4,0,0,0,0,10,0,1.25,3.75,10,2.5,1.25,1.25,1.25,0,2.5,0,5
Kidney_1-5years_Black_Female,Kidney,1-5years,Black,Female,0,10,0,6.25,0,2.5,10,7.142857143,4.285714286,0,0,8,2,0,10,8,2,0,0,10,10,10,3.333333333,3.333333333,0,3.333333333,0,3.333333333,6.666666667,0,0,0,0,10,0,0,0,10,4,2,0,2,4,4,0,4
Kidney_1-5years_Hispanic_Male,Kidney,1-5years,Hispanic,Male,0,10,0.714285714,5,0,0,8.181818182,10,0.909090909,0.909090909,0,5.714285714,0,5.714285714,4.285714286,10,5.714285714,0,0,1.428571429,10,2.857142857,8.571428571,0,0,0,1.428571429,1.428571429,4.285714286,0,1.428571429,0,0,10,0,0,0,10,4.285714286,10,0,1.428571429,2.857142857,1.428571429,0,1.428571429
Kidney_1-5years_Hispanic_Female,Kidney,1-5years,Hispanic,Female,0,10,1,5,0,0,10,2.727272727,1.818181818,0,0,4,2,6,10,4,6,0,0,4,10,4,6,0,0,0,2,4,0,0,2,0,0,10,0,2,6,8,4,10,0,0,0,2,0,0
Kidney_1-5years_Asian_Male,Kidney,1-5years,Asian,Male,0,10,0,10,0,0,10,0,0,10,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
Kidney_1-5years_Asian_Female,Kidney,1-5years,Asian,Female,0,0,0,10,0,0,0,10,0,0,0,10,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0,0,0,0
Kidney_1-5years_American_Indian_Female,Kidney,1-5years,American_Indian,Female,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0
Kidney_1-5years_Multiracial_Male,Kidney,1-5years,Multiracial,Male,0,10,0,10,0,0,10,10,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,0,0
Kidney_6-10years_White_Male,Kidney,6-10years,White,Male,0,8.421052632,0,10,0,1.578947368,10,4,0.8,0.4,0,0,1.538461538,10,5.384615385,9.230769231,1.538461538,0,1.538461538,4.666666667,10,2,2,0,0,2,0.666666667,2,1.333333333,0,0.666666667,0,0,10,0,0,8.571428571,10,2.857142857,4.285714286,4.285714286,5.714285714,7.142857143,1.428571429,8.571428571,1.428571429
Kidney_6-10years_White_Female,Kidney,6-10years,White,Female,0,10,2,6,0,1,10,6,2,1,0,0,0,10,5.714285714,7.142857143,4.285714286,0,0,5,10,10,1.666666667,0,0,0,1.666666667,0,3.333333333,0,0,0,0,10,0,2,10,4,6,2,0,0,2,4,6,2
Kidney_6-10years_Black_Male,Kidney,6-10years,Black,Male,0,10,1.25,8.75,0,1.25,10,7.5,2.5,1.25,0,0,2,10,8,4,10,0,0,2.5,10,10,5,0,0,5,5,5,0,0,0,0,0,10,0,0,0,10,3.333333333,1.111111111,0,2.222222222,0,0,1.111111111,1.111111111
Kidney_6-10years_Black_Female,Kidney,6-10years,Black,Female,0,10,0,3,0,1,8,10,10,0,0,0,1.25,2.5,10,1.25,1.25,0,1.25,6,4,10,2,0,0,2,0,2,2,0,0,0,0,10,0,0,3.333333333,10,6.666666667,3.333333333,0,3.333333333,0,3.333333333,6.666666667,10
Kidney_6-10years_Hispanic_Male,Kidney,6-10years,Hispanic,Male,0,10,2.222222222,4.444444444,1.111111111,0,8.333333333,10,6.666666667,1.666666667,0,0,0,5.714285714,10,0,5.714285714,0,1.428571429,7.5,10,7.5,2.5,0,0,0,5,0,7.5,0,0,0,0,10,0,2,0,10,2,8,2,0,2,0,0,6
Kidney_6-10years_Hispanic_Female,Kidney,6-10years,Hispanic,Female,0,5,7.5,10,0,0,10,6,2,0,0,0,6.666666667,6.666666667,10,3.333333333,3.333333333,0,0,0,6.666666667,0,3.333333333,0,0,6.666666667,10,0,3.333333333,0,0,0,0,10,0,0,10,3.333333333,6.666666667,10,0,0,0,0,0,0
Kidney_6-10years_Asian_Male,Kidney,6-10years,Asian,Male,0,10,10,0,0,0,10,0,10,0,0,10,0,0,10,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,0
Kidney_6-10years_Asian_Female,Kidney,6-10years,Asian,Female,0,10,0,10,0,0,0,10,10,0,0,0,0,10,0,10,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,10,0
Kidney_6-10years_American_Indian_Male,Kidney,6-10years,American_Indian,Male,0,0,0,10,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0
Kidney_6-10years_American_Indian_Female,Kidney,6-10years,American_Indian,Female,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10
Kidney_6-10years_PacificIslander_Male,Kidney,6-10years,PacificIslander,Male,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0
Kidney_6-10years_Multiracial_Male,Kidney,6-10years,Multiracial,Male,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0
Kidney_6-10years_Multiracial_Female,Kidney,6-10years,Multiracial,Female,0,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0
Kidney_11-17years_White_Male,Kidney,11-17years,White,Male,0,6.804123711,0.618556701,10,0.103092784,0.515463918,10,8.192771084,2.048192771,0.843373494,0,0,0.925925926,9.814814815,4.074074074,4.074074074,3.518518519,0,10,5.535714286,10,3.035714286,0.535714286,1.428571429,0,6.785714286,2.142857143,0.714285714,0.714285714,0,0.357142857,0,0,10,0,1.875,5.3125,10,5.9375,7.5,3.4375,4.0625,5.9375,1.25,4.6875,4.6875
Kidney_11-17years_White_Female,Kidney,11-17years,White,Female,0,6.52173913,1.739130435,10,0.434782609,0.217391304,10,6.595744681,1.276595745,0.638297872,0,0,0.526315789,10,4.473684211,2.368421053,1.842105263,0,3.684210526,3.243243243,10,3.513513514,0.27027027,0.810810811,0,1.891891892,2.162162162,0.810810811,0.540540541,0,0.27027027,0,0,10,0,2.142857143,4.285714286,10,9.285714286,6.428571429,5,5,7.857142857,0,7.142857143,5
Kidney_11-17years_Black_Male,Kidney,11-17years,Black,Male,0,6.428571429,0.714285714,10,0,0,10,6.666666667,5.714285714,0.476190476,0,0,10,6,6.666666667,2,2.666666667,0,4.666666667,2.631578947,5.263157895,2.105263158,0.526315789,0.526315789,0,10,1.052631579,1.052631579,0.526315789,0,1.578947368,0,0,10,0,0,5,10,5,2.857142857,0,2.142857143,1.428571429,0,1.428571429,6.428571429
Kidney_11-17years_Black_Female,Kidney,11-17years,Black,Female,0,10,2.5,3.333333333,0,0,10,1.875,0,0,0,0,1.111111111,3.333333333,10,1.111111111,1.111111111,0,4.444444444,10,5,6.666666667,1.666666667,0,0,1.666666667,5,1.666666667,0,0,0,0,0,10,0,0,4.285714286,10,2.857142857,2.857142857,0,0,0,1.428571429,0,5.714285714
Kidney_11-17years_Hispanic_Male,Kidney,11-17years,Hispanic,Male,0,3.461538462,1.538461538,10,0,0.384615385,10,5,1.666666667,0,0,0,7.5,10,5,2.5,1.666666667,0,6.666666667,4.285714286,10,1.428571429,0,0,0,8.571428571,2.857142857,0.714285714,0.714285714,0,0,0,0,10,0,0,1.25,5,4.375,10,0,1.25,1.25,0,0,1.875
Kidney_11-17years_Hispanic_Female,Kidney,11-17years,Hispanic,Female,0,6.666666667,3.333333333,10,0,0,10,9,4,1,0,0,2,10,3,1,3,0,5,4,10,3,0,1,0,2,3,0,1,0,0,0,0,10,0,0,1.25,0,10,10,1.25,1.25,3.75,1.25,1.25,0
Kidney_11-17years_Asian_Male,Kidney,11-17years,Asian,Male,0,10,0,5,0,0,10,10,10,0,0,0,0,0,10,0,0,0,5,0,0,10,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0
Kidney_11-17years_Asian_Female,Kidney,11-17years,Asian,Female,0,0,10,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0
Kidney_11-17years_American_Indian_Male,Kidney,11-17years,American_Indian,Male,0,10,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,0,0,0
Kidney_11-17years_American_Indian_Female,Kidney,11-17years,American_Indian,Female,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0
Kidney_11-17years_Multiracial_Male,Kidney,11-17years,Multiracial,Male,0,10,10,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0
Kidney_18-34years_White_Male,Kidney,18-34years,White,Male,8.368421053,5.421052632,0.929824561,10,0.052631579,0.368421053,10,7.393689986,1.728395062,0.534979424,0,0,1.111111111,6.394129979,2.368972746,2.976939203,2.683438155,10,4.507337526,1.174004193,7.987421384,1.509433962,0.188679245,3.039832285,0.020964361,3.710691824,1.530398323,0.35639413,0.251572327,10,0.209643606,0,0.062893082,10,4.989539749,3.367875648,8.652849741,9.015544041,5.699481865,10,3.419689119,7.720207254,6.373056995,3.730569948,8.031088083,8.238341969
Kidney_18-34years_White_Female,Kidney,18-34years,White,Female,10,4.716242661,0.939334638,3.874755382,0.078277886,0.195694716,10,7.075471698,1.660377358,0.358490566,0,0,0.371819961,2.720156556,2.387475538,1.193737769,1.859099804,10,1.272015656,0.763209393,3.052837573,1.272015656,0.058708415,2.093933464,0,0.684931507,1.076320939,0.293542074,0.332681018,10,0.176125245,0,0,9.804305284,10,2.773722628,8.467153285,8.905109489,7.00729927,8.686131387,2.773722628,7.737226277,6.423357664,3.211678832,10,7.883211679
Kidney_18-34years_Black_Male,Kidney,18-34years,Black,Male,6.243654822,2.030456853,1.218274112,10,0.050761421,0.203045685,10,4.786729858,3.127962085,0.521327014,0,0,9.18699187,4.634146341,2.845528455,1.300813008,0.975609756,10,2.682926829,0.569105691,6.422764228,0.894308943,0.081300813,0.731707317,0,9.918699187,2.195121951,0.162601626,0.325203252,10,0.243902439,0,0.081300813,10,4.62406015,0.547945205,8.356164384,10,4.794520548,5.205479452,0.821917808,4.657534247,2.191780822,3.698630137,5.479452055,7.534246575
Kidney_18-34years_Black_Female,Kidney,18-34years,Black,Female,10,2.327044025,1.446540881,1.823899371,0.062893082,0.188679245,10,3.472222222,3.541666667,0.486111111,0,0,0.377358491,1.383647799,2.893081761,0.125786164,0.943396226,10,0.125786164,0.125786164,1.383647799,1.572327044,0,0.251572327,0,0.377358491,1.572327044,0.188679245,0.188679245,10,0.188679245,0,0,5.849056604,10,1.111111111,4.761904762,10,3.650793651,2.063492063,0,3.174603175,0.952380952,4.126984127,4.444444444,5.714285714
Kidney_18-34years_Hispanic_Male,Kidney,18-34years,Hispanic,Male,8.679245283,3.333333333,1.949685535,10,0,0.503144654,10,3.59375,1.4453125,0.15625,0,0,2.753623188,5.434782609,3.188405797,2.608695652,1.811594203,10,2.391304348,0.289855072,7.463768116,1.086956522,0.144927536,1.739130435,0.072463768,4.347826087,2.246376812,0.144927536,0.289855072,10,0.144927536,0,0.217391304,10,5.498007968,1.357142857,2.214285714,1.928571429,4.642857143,10,0.357142857,2.642857143,0.857142857,2.285714286,0.642857143,0.857142857
Kidney_18-34years_Hispanic_Female,Kidney,18-34years,Hispanic,Female,10,1.40625,1.25,1.40625,0,0.104166667,10,2.536585366,0.682926829,0.048780488,0,0,0.208333333,1.09375,1.666666667,0.364583333,0.520833333,10,0.3125,0.260416667,1.145833333,0.46875,0,0.625,0,0.3125,1.145833333,0.15625,0.052083333,10,0,0,0,4.166666667,10,0.933333333,2.533333333,4.133333333,9.466666667,10,0.266666667,3.466666667,1.2,3.066666667,0.666666667,0.533333333
Kidney_18-34years_Asian_Male,Kidney,18-34years,Asian,Male,10,1.538461538,0,4.871794872,0,0,10,4.6875,4.375,0.9375,0,0,1.025641026,2.820512821,0.769230769,0.512820513,0.512820513,10,0.769230769,0.256410256,3.333333333,1.025641026,0,0.256410256,0,1.282051282,0.256410256,0,0,10,0,0,0,6.41025641,10,0,1.515151515,0.909090909,1.212121212,10,1.212121212,2.121212121,0,0.606060606,1.818181818,0
Kidney_18-34years_Asian_Female,Kidney,18-34years,Asian,Female,10,1.891891892,0.27027027,0.810810811,0,0,10,5.384615385,3.076923077,0,0,0,0.27027027,0.27027027,0.810810811,0.27027027,0.810810811,10,0.540540541,0.540540541,0.540540541,0.810810811,0,0.27027027,0,0.27027027,0.27027027,0,0,10,0.27027027,0,0,2.972972973,10,0.625,6.25,3.75,1.875,10,1.25,1.875,0,1.875,1.25,1.25
Kidney_18-34years_American_Indian_Male,Kidney,18-34years,American_Indian,Male,1.666666667,6.666666667,0,10,0,0,10,2.5,1.25,0,0,0,10,3.333333333,3.333333333,10,3.333333333,3.333333333,3.333333333,3.333333333,6.666666667,3.333333333,0,6.666666667,0,10,3.333333333,0,0,3.333333333,0,0,0,10,1,0,0,0,2.5,10,5,7.5,0,0,2.5,0
Kidney_18-34years_American_Indian_Female,Kidney,18-34years,American_Indian,Female,10,0,0,3,0,0,10,5.714285714,1.428571429,1.428571429,0,0,1,2,0,0,0,10,0,0,2,0,0,0,0,1,0,0,0,10,0,0,0,3,10,0,2,2,4,10,2,2,0,0,0,4
Kidney_18-34years_PacificIslander_Male,Kidney,18-34years,PacificIslander,Male,2,10,0,4,0,0,10,2,4,0,0,0,5,5,5,0,10,5,10,6.666666667,6.666666667,10,0,0,0,0,0,0,0,3.333333333,0,0,0,10,1.428571429,0,0,0,0,6.666666667,10,0,10,0,0,0
Kidney_18-34years_PacificIslander_Female,Kidney,18-34years,PacificIslander,Female,10,0,0,3.333333333,0,0,10,5,5,0,0,0,0,3.333333333,0,0,0,10,0,0,0,0,0,0,0,0,3.333333333,0,0,10,0,0,0,3.333333333,10,0,5,0,0,10,5,0,0,0,0,0
Kidney_18-34years_Multiracial_Male,Kidney,18-34years,Multiracial,Male,5.882352941,0,0,10,0,0,10,10,2.5,0,0,0,4,10,0,1,0,10,2,0,10,0,0,0,0,3.076923077,0,0,0,7.692307692,0,0,0,10,5.882352941,0,2,10,0,2,0,1.333333333,0,1.333333333,0,1.333333333
Kidney_18-34years_Multiracial_Female,Kidney,18-34years,Multiracial,Female,10,4,4,0,0,0,10,8.571428571,5.714285714,1.428571429,0,0,0,0,7,1,0,10,0,0,0,2,1,0,0,0,4,0,0,10,1,0,0,8,10,1.25,0,10,1.25,3.75,2.5,1.25,1.25,0,1.25,0
Kidney_35-49years_White_Male,Kidney,35-49years,White,Male,10,4.24137931,3.379310345,5.137931034,0.068965517,0.465517241,10,7.144906743,1.850789096,0.387374462,0,0,0.534482759,2.465517241,4.672413793,1.551724138,1.862068966,10,2.206896552,0.775862069,3.551724138,1.879310345,0.086206897,1.206896552,0.068965517,1.448275862,3.551724138,0.310344828,0.275862069,10,0.103448276,0,0.034482759,10,7.522697795,3.121693122,10,7.671957672,5.238095238,8.148148148,2.645502646,8.835978836,6.137566138,4.074074074,8.306878307,7.301587302
Kidney_35-49years_White_Female,Kidney,35-49years,White,Female,10,2.183031459,2.030505243,0.848427073,0.047664442,0.171591992,10,5.660580021,1.256713212,0.30075188,0,0,0.076263108,0.505243089,2.955195424,0.390848427,0.943755958,10,0.409914204,0.238322212,0.629170639,1.153479504,0.028598665,0.562440419,0,0.209723546,2.040038132,0.200190658,0.171591992,10,0.047664442,0,0,5.28122021,10,3.360995851,10,7.427385892,4.356846473,7.925311203,2.821576763,6.473029046,4.522821577,3.941908714,9.045643154,6.639004149
Kidney_35-49years_Black_Male,Kidney,35-49years,Black,Male,10,2.6,7.6,4.2,0,0.1,10,5.916666667,3.5,1,0,0,1.7,1.4,8.3,0.8,1.7,10,0.6,0.2,2.7,1.9,0,0.4,0,1.3,7.8,0.1,0,10,0.1,0,0,10,6.896551724,0.714285714,8.75,10,2.321428571,3.75,0,3.214285714,1.071428571,1.607142857,5.714285714,6.607142857
Kidney_35-49years_Black_Female,Kidney,35-49years,Black,Female,10,3.076923077,5.128205128,0.512820513,0,0.192307692,10,4.534161491,3.354037267,0.434782609,0,0,0.192307692,0.384615385,7.115384615,0.256410256,0.833333333,10,0.128205128,0.320512821,0.384615385,2.243589744,0,0.320512821,0,0.128205128,5.064102564,0.320512821,0.128205128,10,0,0,0,8.91025641,10,1.692307692,6.307692308,10,4.923076923,3.230769231,0.153846154,4.461538462,0.615384615,2.615384615,5.538461538,5.846153846
Kidney_35-49years_Hispanic_Male,Kidney,35-49years,Hispanic,Male,10,2.735042735,5.641025641,6.752136752,0.085470085,0.256410256,10,3.756613757,1.534391534,0.476190476,0,0,0.683760684,2.64957265,6.495726496,2.735042735,1.538461538,10,1.367521368,0.598290598,5.299145299,1.196581197,0,0.598290598,0.085470085,1.025641026,5.897435897,0.341880342,0.341880342,10,0.085470085,0,0,10,6.464088398,0.530973451,2.654867257,2.566371681,4.690265487,10,0.973451327,1.415929204,1.327433628,1.415929204,0.442477876,0.353982301
Kidney_35-49years_Hispanic_Female,Kidney,35-49years,Hispanic,Female,10,1.666666667,2.916666667,0.462962963,0.138888889,0.092592593,10,3.732718894,1.059907834,0.414746544,0,0,0.046296296,0.277777778,3.796296296,0.185185185,0.787037037,10,0.185185185,0.092592593,0.416666667,1.157407407,0,0.277777778,0,0.046296296,2.87037037,0.231481481,0.138888889,10,0.046296296,0,0,5.277777778,10,0.776699029,2.427184466,3.786407767,6.893203883,10,0.291262136,3.106796117,0.485436893,3.300970874,0.291262136,0.67961165
Kidney_35-49years_Asian_Male,Kidney,35-49years,Asian,Male,10,2.222222222,3.703703704,2.222222222,0,0,10,4.074074074,2.962962963,1.111111111,0,0,0,0.740740741,6.296296296,0.740740741,0,10,0.37037037,0.37037037,1.851851852,1.481481481,0,0,0,0,4.074074074,0.37037037,0,10,0,0,0,8.148148148,10,0.952380952,3.333333333,0.476190476,1.904761905,10,1.904761905,0.952380952,0.952380952,1.904761905,0.476190476,0.476190476
Kidney_35-49years_Asian_Female,Kidney,35-49years,Asian,Female,10,1.052631579,3.684210526,0.175438596,0,0.350877193,10,4.871794872,5.897435897,1.538461538,0,0,0,0.175438596,4.561403509,0,0.350877193,10,0.175438596,0.175438596,0.175438596,0.701754386,0,0.175438596,0,0,3.684210526,0.350877193,0,10,0,0,0,5.263157895,10,0,3.513513514,1.351351351,1.351351351,10,1.621621622,1.351351351,0.27027027,2.702702703,0.540540541,0.810810811
Kidney_35-49years_American_Indian_Male,Kidney,35-49years,American_Indian,Male,10,5,5,5,0,2.5,10,5.714285714,0,0,0,0,2.5,2.5,5,2.5,5,10,0,0,5,5,0,0,0,0,5,2.5,0,10,0,0,0,10,5.714285714,0,0,3.333333333,3.333333333,6.666666667,3.333333333,3.333333333,10,3.333333333,0,3.333333333
Kidney_35-49years_American_Indian_Female,Kidney,35-49years,American_Indian,Female,10,2.222222222,1.111111111,1.111111111,0,0,10,10,1.666666667,0,0,0,0,1.111111111,2.222222222,0,1.111111111,10,0,0,1.111111111,2.222222222,0,0,0,0,1.111111111,0,0,10,0,0,0,4.444444444,10,2.5,2.5,0,5,10,5,5,0,0,2.5,0
Kidney_35-49years_PacificIslander_Male,Kidney,35-49years,PacificIslander,Male,10,0,1.428571429,1.428571429,0,1.428571429,10,5,1.666666667,0,0,0,0,0,2.857142857,1.428571429,0,10,0,0,1.428571429,0,0,0,0,0,1.428571429,1.428571429,0,10,0,0,0,4.285714286,10,3.333333333,0,0,3.333333333,10,10,0,0,0,3.333333333,3.333333333
Kidney_35-49years_PacificIslander_Female,Kidney,35-49years,PacificIslander,Female,10,0,6.666666667,3.333333333,0,0,10,5,0,0,0,0,0,3.333333333,6.666666667,0,0,10,0,0,3.333333333,0,0,0,0,0,6.666666667,0,0,10,0,0,0,10,10,0,0,0,0,10,10,0,0,0,0,0
Kidney_35-49years_Multiracial_Male,Kidney,35-49years,Multiracial,Male,5.555555556,0,4.444444444,10,0,0,10,6.666666667,2.222222222,1.111111111,0,0,4,10,8,2,0,10,2,0,10,0,0,0,0,2.857142857,5.714285714,0,0,7.142857143,0,0,0,10,3.846153846,0.769230769,0,10,0,0.769230769,0.769230769,1.538461538,0,0,0,0
Kidney_35-49years_Multiracial_Female,Kidney,35-49years,Multiracial,Female,10,0.625,3.75,0,0,0,10,4.615384615,2.307692308,0.769230769,0,0,0,0,4.375,0,0,10,0,0,0,0.625,0,0,0,0,3.75,0,0,10,0,0,0,4.375,10,6,4,10,2,6,2,6,0,0,4,6
Kidney_50-64years_White_Male,Kidney,50-64years,White,Male,10,5.163551402,7.570093458,4.789719626,0.046728972,0.23364486,10,7.787162162,1.790540541,0.523648649,0,0,0.112866817,1.986455982,10,2.212189616,1.693002257,9.661399549,1.196388262,0.514018692,3.738317757,3.738317757,0.093457944,0.327102804,0,0.934579439,7.640186916,0.537383178,0.23364486,10,0.023364486,0,0.023364486,10,5.6167979,3.575418994,10,7.094972067,4.413407821,9.217877095,2.737430168,7.48603352,5.586592179,3.74301676,7.150837989,5.474860335
Kidney_50-64years_White_Female,Kidney,50-64years,White,Female,10,2.317801673,4.348864994,0.955794504,0.011947431,0.227001195,10,6.984732824,1.615776081,0.419847328,0,0,0.035842294,0.430107527,5.746714456,0.477897252,0.884109916,10,0.286738351,0.143369176,0.716845878,1.696535245,0,0.262843489,0,0.167264038,4.324970131,0.394265233,0.071684588,10,0.083632019,0,0,7.861409797,10,4.593301435,10,8.564593301,4.784688995,8.851674641,2.822966507,7.368421053,4.497607656,3.923444976,9.66507177,6.459330144
